3D Run ID,Shift,h,swA,swB,tet
1365,5,4.3,3.2,3.2,1.39626
1366,5,6.2,3.2,3.2,1.39626
1367,5,8.1,3.2,3.2,1.39626
1368,5,10,3.2,3.2,1.39626
1369,5,0.5,3.2,5.4,1.39626
1370,5,2.4,3.2,5.4,1.39626
1371,5,4.3,3.2,5.4,1.39626
1372,5,6.2,3.2,5.4,1.39626
1373,5,8.1,3.2,5.4,1.39626
1374,5,10,3.2,5.4,1.39626
1375,5,0.5,3.2,7.6,1.39626
1376,5,2.4,3.2,7.6,1.39626
1377,5,4.3,3.2,7.6,1.39626
1378,5,6.2,3.2,7.6,1.39626
1379,5,8.1,3.2,7.6,1.39626
1380,5,10,3.2,7.6,1.39626
1381,5,0.5,3.2,9.8,1.39626
1382,5,2.4,3.2,9.8,1.39626
1383,5,4.3,3.2,9.8,1.39626
1384,5,6.2,3.2,9.8,1.39626
1385,5,8.1,3.2,9.8,1.39626
1386,5,10,3.2,9.8,1.39626
1387,5,0.5,5.4,1,1.39626
1388,5,2.4,5.4,1,1.39626
1389,5,4.3,5.4,1,1.39626
1390,5,6.2,5.4,1,1.39626
1391,5,8.1,5.4,1,1.39626
1392,5,10,5.4,1,1.39626
1393,5,0.5,5.4,3.2,1.39626
1394,5,2.4,5.4,3.2,1.39626
1395,5,4.3,5.4,3.2,1.39626
1396,5,6.2,5.4,3.2,1.39626
1397,5,8.1,5.4,3.2,1.39626
1398,5,10,5.4,3.2,1.39626
1399,5,0.5,5.4,5.4,1.39626
1400,5,2.4,5.4,5.4,1.39626
1401,5,4.3,5.4,5.4,1.39626
1402,5,6.2,5.4,5.4,1.39626
1403,5,8.1,5.4,5.4,1.39626
1404,5,10,5.4,5.4,1.39626
1405,5,0.5,5.4,7.6,1.39626
1406,5,2.4,5.4,7.6,1.39626
1407,5,4.3,5.4,7.6,1.39626
1408,5,6.2,5.4,7.6,1.39626
1409,5,8.1,5.4,7.6,1.39626
1410,5,10,5.4,7.6,1.39626
1411,5,0.5,5.4,9.8,1.39626
1412,5,2.4,5.4,9.8,1.39626
1413,5,4.3,5.4,9.8,1.39626
1414,5,6.2,5.4,9.8,1.39626
1415,5,8.1,5.4,9.8,1.39626
1416,5,10,5.4,9.8,1.39626
1417,5,0.5,7.6,1,1.39626
1418,5,2.4,7.6,1,1.39626
1419,5,4.3,7.6,1,1.39626
1420,5,6.2,7.6,1,1.39626
1421,5,8.1,7.6,1,1.39626
1422,5,10,7.6,1,1.39626
1423,5,0.5,7.6,3.2,1.39626
1424,5,2.4,7.6,3.2,1.39626
1425,5,4.3,7.6,3.2,1.39626
1426,5,6.2,7.6,3.2,1.39626
1427,5,8.1,7.6,3.2,1.39626
1428,5,10,7.6,3.2,1.39626
1429,5,0.5,7.6,5.4,1.39626
1430,5,2.4,7.6,5.4,1.39626
1431,5,4.3,7.6,5.4,1.39626
1432,5,6.2,7.6,5.4,1.39626
1433,5,8.1,7.6,5.4,1.39626
1434,5,10,7.6,5.4,1.39626
1435,5,0.5,7.6,7.6,1.39626
1436,5,2.4,7.6,7.6,1.39626
1437,5,4.3,7.6,7.6,1.39626
1438,5,6.2,7.6,7.6,1.39626
1439,5,8.1,7.6,7.6,1.39626
1440,5,10,7.6,7.6,1.39626
1441,5,0.5,7.6,9.8,1.39626
1442,5,2.4,7.6,9.8,1.39626
1443,5,4.3,7.6,9.8,1.39626
1444,5,6.2,7.6,9.8,1.39626
1445,5,8.1,7.6,9.8,1.39626
1446,5,10,7.6,9.8,1.39626
1447,5,0.5,9.8,1,1.39626
1448,5,2.4,9.8,1,1.39626
1449,5,4.3,9.8,1,1.39626
1450,5,6.2,9.8,1,1.39626
1451,5,8.1,9.8,1,1.39626
1452,5,10,9.8,1,1.39626
1453,5,0.5,9.8,3.2,1.39626
1454,5,2.4,9.8,3.2,1.39626
1455,5,4.3,9.8,3.2,1.39626
1456,5,6.2,9.8,3.2,1.39626
1457,5,8.1,9.8,3.2,1.39626
1458,5,10,9.8,3.2,1.39626
1459,5,0.5,9.8,5.4,1.39626
1460,5,2.4,9.8,5.4,1.39626
1461,5,4.3,9.8,5.4,1.39626
1462,5,6.2,9.8,5.4,1.39626
1463,5,8.1,9.8,5.4,1.39626
1464,5,10,9.8,5.4,1.39626
1465,5,0.5,9.8,7.6,1.39626
1466,5,2.4,9.8,7.6,1.39626
1467,5,4.3,9.8,7.6,1.39626
1468,5,6.2,9.8,7.6,1.39626
1469,5,8.1,9.8,7.6,1.39626
1470,5,10,9.8,7.6,1.39626
1471,5,0.5,9.8,9.8,1.39626
1472,5,2.4,9.8,9.8,1.39626
1473,5,4.3,9.8,9.8,1.39626
1474,5,6.2,9.8,9.8,1.39626
1475,5,8.1,9.8,9.8,1.39626
1476,5,10,9.8,9.8,1.39626
